subject,augmentation,hcp_subset
3_S_5003,5,"910241,436845,131722,169040,167036,706040,115017,330324,132118"
3_S_5003,6,"187345,318637,861456,249947,246133,745555,951457,162935,878776,105923,233326"
3_S_5003,7,"144226,193845,346137,130518,126931,283543,128935,385046,239136"
3_S_5003,8,"814649,126426,654552,191033,825048,412528"
3_S_5003,9,"627549,926862,100610,525541,130114,573249,164636,125525"
3_S_5003,10,"320826,185442,680957,131217,770352,182436,958976,102816,783462,395756"
4_S_5000,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
4_S_5000,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
4_S_5000,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
4_S_5000,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
4_S_5000,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
4_S_5000,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
4_S_5000,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
4_S_5000,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
4_S_5000,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
4_S_5000,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
4_S_5001,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
4_S_5001,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
4_S_5001,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
4_S_5001,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
4_S_5001,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
4_S_5001,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
4_S_5001,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
4_S_5001,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
4_S_5001,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
4_S_5001,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
4_S_5002,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
4_S_5002,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
4_S_5002,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
4_S_5002,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
4_S_5002,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
4_S_5002,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
4_S_5002,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
4_S_5002,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
4_S_5002,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
4_S_5002,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
4_S_5003,1,"901139,145834,109123,180533,177645,725751,134627,381038,111514,134829"
4_S_5003,2,"943862,901442,380036,401422,102311,159239,209228,158136,871762"
4_S_5003,3,"205220,257845,135124,221319,212419,116726,429040,251833,115825"
4_S_5003,4,"199655,397760,389357,167440,214524,108323,146129,263436,393247"
4_S_5003,5,"167036,706040,214019,115017,330324,132118"
4_S_5003,6,"318637,249947,246133,745555,878776,233326"
4_S_5003,7,"144226,130518,541943,126931,352738,239136"
4_S_5003,8,"137128,690152,126426,724446,104416,406836,654552,191033,412528"
4_S_5003,9,"173334,196144,926862,100610,165436,644246,156334,169444,164131,198653,463040"
4_S_5003,10,"320826,185442,680957,859671,732243,958976,172130,395756"
4_S_5004,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
4_S_5004,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
4_S_5004,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
4_S_5004,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
4_S_5004,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
4_S_5004,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
4_S_5004,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
4_S_5004,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
4_S_5004,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
4_S_5004,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
4_S_5005,1,"901139,145834,109123,180533,155938,725751,134627,818859,381038,114823,134829"
4_S_5005,2,"601127,833249,943862,757764,901442,380036,401422,191841,102311,898176,209228,771354,158136,871762"
4_S_5005,3,"205220,905147,872764,257845,221319,212419,116726,429040,146735,115825,942658"
4_S_5005,4,"199655,397760,389357,214524,878877,108323,203418,146129,263436,550439,393247,118225,169343"
4_S_5005,5,"910241,436845,131722,169040,167036,204521,150423,214019,200614,115017,197348,330324,132118"
4_S_5005,6,"187345,581450,861456,360030,249947,246133,951457,162935,878776,789373,105923,765864,233326,782561"
4_S_5005,7,"562345,899885,346137,130518,148133,541943,283543,352738,128935,385046"
4_S_5005,8,"814649,690152,126426,927359,467351,406836,654552,191033,825048,158035,195041,412528"
4_S_5005,9,"627549,926862,165436,644246,525541,164131,573249,198653,164636,125525"
4_S_5005,10,"320826,185442,680957,131217,770352,859671,732243,547046,958976,783462,617748,395756"
4_S_5006,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
4_S_5006,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
4_S_5006,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
4_S_5006,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
4_S_5006,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
4_S_5006,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
4_S_5006,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
4_S_5006,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
4_S_5006,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
4_S_5006,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
4_S_5007,1,"901139,109123,191336,180533,155938,140117,134627,818859,114823,111514"
4_S_5007,2,"601127,169747,901442,177140,102311,159239,898176,209228,771354,158136,871762"
4_S_5007,3,"205220,905147,872764,257845,212419,116726,429040,251833,115825,157336,200210"
4_S_5007,4,"199655,397760,389357,671855,214524,878877,263436,572045,118225"
4_S_5007,5,"910241,436845,706040,330324,132118"
4_S_5007,6,"187345,581450,861456,360030,249947,246133,951457,162935,878776,105923,171633,233326"
4_S_5007,7,"562345,899885,346137,148133,541943,126931,239136"
4_S_5007,8,"690152,126426,146937,724446,467351,412528"
4_S_5007,9,"627549,644246,525541,156334,169444,164131,573249,198653,463040,125525"
4_S_5007,10,"320826,185442,131217,182739,859671,732243,102816,783462,617748"
4_S_5008,1,"901139,155938,725751,134627,818859,111514,134829"
4_S_5008,2,"833249,943862,757764,901442,401422,191841,159239,898176,209228,771354,871762"
4_S_5008,3,"905147,872764,135124,186949,116726,251833,942658,200210"
4_S_5008,4,"878877,108323,263436,572045,393247"
4_S_5008,5,"910241,200311,131722,167036,706040,214019,751550,197348,330324"
4_S_5008,6,"581450,318637,861456,246133,745555,951457,878776,789373,765864,233326,782561"
4_S_5008,7,"899885,130518,128935,385046"
4_S_5008,8,"814649,137128,690152,126426,927359,724446,104416,191033,825048,158035"
4_S_5008,9,"196144,926862,525541,156334,169444,164131,198653,125525"
4_S_5008,10,"320826,680957,131217,770352,859671,732243,547046,182436,958976,783462,617748,395756"
4_S_5009,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
4_S_5009,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
4_S_5009,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
4_S_5009,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
4_S_5009,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
4_S_5009,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
4_S_5009,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
4_S_5009,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
4_S_5009,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
4_S_5009,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
4_S_5010,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
4_S_5010,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
4_S_5010,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
4_S_5010,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
4_S_5010,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
4_S_5010,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
4_S_5010,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
4_S_5010,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
4_S_5010,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
4_S_5010,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
5_S_5001,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
5_S_5001,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
5_S_5001,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
5_S_5001,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
5_S_5001,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
5_S_5001,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
5_S_5001,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
5_S_5001,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
5_S_5001,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
5_S_5001,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
5_S_5002,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
5_S_5002,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
5_S_5002,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
5_S_5002,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
5_S_5002,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
